Batch,User,Source,StartDate,EndDate,Actual Samples,Expected Samples,Final Missing %
Batch2,cmp1_usr741,Battery,2025.3.7 20:38,2025.5.12 20:17,15234,19004,19.84
Batch2,cmp1_usr741,Permission,2025.3.7 20:33,2025.5.12 18:42,222,264,15.91
Batch2,cmp1_usr742,Light,2025.3.10 11:28,2025.5.12 18:09,16651,18225,8.64
Batch2,cmp1_usr742,Connectivity,2025.3.10 11:28,2025.5.12 18:09,16651,18225,8.64
Batch2,cmp1_usr742,Battery,2025.3.10 11:28,2025.5.12 18:09,16651,18225,8.64
Batch2,cmp1_usr742,Permission,2025.3.10 11:23,2025.5.12 13:14,233,253,7.91
Batch2,cmp1_usr743,Light,2025.3.10 11:29,2025.5.30 6:06,22294,23264,4.17
Batch2,cmp1_usr743,Connectivity,2025.3.10 11:29,2025.5.30 6:06,22294,23264,4.17
Batch2,cmp1_usr743,Battery,2025.3.10 11:29,2025.5.30 6:06,22294,23264,4.17
Batch2,cmp1_usr743,Permission,2025.3.10 11:24,2025.5.30 3:36,314,323,2.79
Batch2,cmp1_usr744,Light,2025.3.10 11:50,2025.6.4 14:16,24635,24798,0.66
Batch2,cmp1_usr744,Connectivity,2025.3.10 11:50,2025.6.4 14:16,24635,24798,0.66
Batch2,cmp1_usr744,Battery,2025.3.10 11:50,2025.6.4 14:16,24635,24798,0.66
Batch2,cmp1_usr744,Permission,2025.3.10 11:45,2025.6.4 10:26,344,344,0
Batch2,cmp1_usr745,Light,2025.3.10 13:46,2025.5.13 1:26,17911,18284,2.04
Batch2,cmp1_usr745,Connectivity,2025.3.10 13:46,2025.5.13 1:26,17912,18284,2.03
Batch2,cmp1_usr745,Battery,2025.3.10 13:46,2025.5.13 1:26,17912,18284,2.03
Batch2,cmp1_usr745,Permission,2025.3.10 13:41,2025.5.12 19:31,251,253,0.79
Batch2,cmp1_usr746,Light,,,0,16128,100
Batch2,cmp1_usr746,Connectivity,,,0,16128,100
Batch2,cmp1_usr746,Battery,,,0,16128,100
Batch2,cmp1_usr746,Permission,,,0,224,100
Batch2,cmp1_usr747,Light,2025.3.10 17:21,2025.5.17 1:10,19345,19390,0.23
Batch2,cmp1_usr747,Connectivity,2025.3.10 17:21,2025.5.17 1:10,19345,19390,0.23
Batch2,cmp1_usr747,Battery,2025.3.10 17:21,2025.5.17 1:10,19343,19390,0.24
Batch2,cmp1_usr747,Permission,2025.3.10 17:16,2025.5.16 22:35,269,269,0
Batch2,cmp1_usr749,Light,2025.3.12 14:08,2025.5.19 2:44,19113,19448,1.72
Batch2,cmp1_usr749,Connectivity,2025.3.12 14:08,2025.5.19 2:44,19285,19448,0.84
Batch2,cmp1_usr749,Battery,2025.3.12 14:08,2025.5.19 2:44,19285,19448,0.84
Batch2,cmp1_usr749,Permission,2025.3.12 14:03,2025.5.21 7:07,272,279,2.51
Batch2,cmp1_usr751,Light,2025.3.14 17:48,2025.6.6 10:33,22366,24106,7.22
Batch2,cmp1_usr751,Connectivity,2025.3.14 17:48,2025.6.6 10:33,22366,24106,7.22
Batch2,cmp1_usr751,Battery,2025.3.14 17:48,2025.6.6 10:33,22366,24106,7.22
Batch2,cmp1_usr751,Permission,2025.3.14 17:43,2025.6.6 8:33,318,335,5.07
Batch2,cmp1_usr753,Light,2025.3.15 3:16,2025.5.26 11:09,19892,20831,4.51
Batch2,cmp1_usr753,Connectivity,2025.3.15 3:16,2025.5.26 11:09,19892,20831,4.51
Batch2,cmp1_usr753,Battery,2025.3.15 3:16,2025.5.26 11:09,19892,20831,4.51
Batch2,cmp1_usr753,Permission,2025.3.15 3:11,2025.5.26 11:09,281,290,3.1
Batch2,cmp1_usr754,Light,2025.3.14 22:54,2025.5.12 20:15,8678,16961,48.84
Batch2,cmp1_usr754,Connectivity,2025.3.14 22:54,2025.5.12 20:15,8678,16961,48.84
Batch2,cmp1_usr754,Battery,2025.3.14 22:54,2025.5.12 20:15,8678,16961,48.84
Batch2,cmp1_usr754,Permission,2025.3.14 22:49,2025.5.12 13:05,144,235,38.72
Batch2,cmp1_usr755,Light,2025.3.16 21:36,2025.5.21 10:39,18518,18877,1.9
Batch2,cmp1_usr755,Connectivity,2025.3.16 21:36,2025.5.21 10:39,18518,18877,1.9
Batch2,cmp1_usr755,Battery,2025.3.16 21:36,2025.5.21 10:39,18518,18877,1.9
Batch2,cmp1_usr755,Permission,2025.3.16 21:31,2025.5.31 4:44,260,302,13.91
Batch2,cmp1_usr756,Light,,,0,16128,100
Batch2,cmp1_usr756,Connectivity,,,0,16128,100
Batch2,cmp1_usr756,Battery,,,0,16128,100
Batch2,cmp1_usr756,Permission,,,0,224,100
Batch2,cmp1_usr757,Light,2025.3.18 6:53,2025.5.22 20:57,17150,18889,9.21
Batch2,cmp1_usr757,Connectivity,2025.3.18 6:53,2025.5.22 20:57,17150,18889,9.21
Batch2,cmp1_usr757,Battery,2025.3.18 6:53,2025.5.22 20:57,17150,18889,9.21
Batch2,cmp1_usr757,Permission,2025.3.18 6:48,2025.5.22 20:47,241,263,8.37
Batch2,cmp1_usr758,Light,2025.3.19 13:37,2025.5.28 15:55,20094,20188,0.47
Batch2,cmp1_usr758,Connectivity,2025.3.19 13:37,2025.5.28 15:55,20094,20188,0.47
Batch2,cmp1_usr758,Battery,2025.3.19 13:37,2025.5.28 15:55,20094,20188,0.47
Batch2,cmp1_usr758,Permission,2025.3.19 13:32,2025.5.28 15:00,281,281,0
Batch2,cmp1_usr759,Light,2025.3.19 13:45,2025.5.14 18:07,16110,16181,0.44
Batch2,cmp1_usr759,Connectivity,2025.3.19 13:45,2025.5.14 18:07,16110,16181,0.44
Batch2,cmp1_usr759,Battery,2025.3.19 13:45,2025.5.14 18:07,16110,16181,0.44
Batch2,cmp1_usr759,Permission,2025.3.19 13:40,2025.5.14 15:17,225,225,0
Batch2,cmp1_usr760,Light,2025.3.19 15:05,2025.5.16 22:48,16600,16797,1.17
Batch2,cmp1_usr760,Connectivity,2025.3.19 15:05,2025.5.16 22:48,16600,16797,1.17
Batch2,cmp1_usr760,Battery,2025.3.19 15:05,2025.5.16 22:48,16600,16797,1.17
Batch2,cmp1_usr760,Permission,2025.3.19 15:00,2025.5.16 20:33,232,233,0.43
Batch2,cmp1_usr761,Light,2025.3.19 16:27,2025.5.19 7:29,17335,17461,0.72
Batch2,cmp1_usr761,Connectivity,2025.3.19 16:27,2025.5.19 7:29,17349,17461,0.64
Batch2,cmp1_usr761,Battery,2025.3.19 16:27,2025.5.19 7:29,17349,17461,0.64
Batch2,cmp1_usr761,Permission,2025.3.19 16:22,2025.5.19 6:24,242,243,0.41
Batch2,cmp1_usr762,Light,2025.3.19 17:21,2025.5.24 0:59,18691,18812,0.64
Batch2,cmp1_usr762,Connectivity,2025.3.19 17:21,2025.5.24 0:59,18694,18812,0.63
Batch2,cmp1_usr762,Battery,2025.3.19 17:21,2025.5.24 0:59,18694,18812,0.63
Batch2,cmp1_usr762,Permission,2025.3.19 17:16,2025.5.23 23:29,261,262,0.38
Batch2,cmp1_usr763,Light,2025.3.19 22:51,2025.5.20 18:25,16285,17803,8.53
Batch2,cmp1_usr763,Connectivity,2025.3.19 22:51,2025.5.20 18:25,16285,17803,8.53
Batch2,cmp1_usr763,Battery,2025.3.19 22:51,2025.5.20 18:25,16285,17803,8.53
Batch2,cmp1_usr763,Permission,2025.3.19 22:46,2025.5.20 14:45,231,247,6.48
Batch2,cmp1_usr764,Light,2025.3.20 9:42,2025.5.26 17:18,7645,19388,60.57
Batch2,cmp1_usr764,Connectivity,2025.3.20 9:42,2025.5.26 17:18,7645,19388,60.57
Batch2,cmp1_usr764,Battery,2025.3.20 9:42,2025.5.26 17:18,7645,19388,60.57
Batch2,cmp1_usr764,Permission,2025.3.20 9:37,2025.5.26 17:13,144,270,46.67
Batch2,cmp1_usr765,Light,2025.2.4 15:53,2025.4.1 20:17,2271,16181,85.97
Batch2,cmp1_usr765,Connectivity,2025.2.4 15:53,2025.4.1 20:17,2271,16181,85.97
Batch2,cmp1_usr765,Battery,2025.2.4 15:53,2025.4.1 20:17,2271,16181,85.97
Batch2,cmp1_usr765,Permission,2025.2.4 15:45,2025.4.1 20:37,38,225,83.11
Batch2,cmp1_usr766,Light,2025.3.24 19:06,2025.5.28 12:59,18260,18647,2.08
Batch2,cmp1_usr766,Connectivity,2025.3.24 19:06,2025.5.28 12:59,18260,18647,2.08
Batch2,cmp1_usr766,Battery,2025.3.24 19:06,2025.5.28 12:59,18260,18647,2.08
Batch2,cmp1_usr766,Permission,2025.3.24 19:01,2025.5.28 12:29,256,259,1.16
Batch2,cmp1_usr767,Light,2025.3.26 13:34,2025.3.26 18:56,64,16128,99.6
Batch2,cmp1_usr767,Connectivity,2025.3.26 13:34,2025.3.26 18:56,64,16128,99.6
Batch2,cmp1_usr767,Battery,2025.3.26 13:34,2025.3.26 18:56,64,16128,99.6
Batch2,cmp1_usr767,Permission,2025.3.26 13:29,2025.3.26 14:31,1,224,99.55
Batch2,cmp1_usr768,Light,2025.3.26 16:46,2025.5.21 16:52,14738,16130,8.63
Batch2,cmp1_usr768,Connectivity,2025.3.26 16:46,2025.5.21 16:52,14738,16130,8.63
Batch2,cmp1_usr768,Battery,2025.3.26 16:46,2025.5.21 16:52,14738,16130,8.63
Batch2,cmp1_usr768,Permission,2025.3.26 16:41,2025.5.21 11:02,207,224,7.59
Batch2,cmp1_usr769,Light,2025.4.1 9:53,2025.4.1 10:23,6,16128,99.96
Batch2,cmp1_usr769,Connectivity,2025.4.1 9:53,2025.4.1 10:23,6,16128,99.96
Batch2,cmp1_usr769,Battery,2025.4.1 9:53,2025.4.1 10:23,6,16128,99.96
Batch2,cmp1_usr769,Permission,2025.4.1 9:48,2025.4.1 9:48,1,224,99.55
Batch2,cmp1_usr770,Light,2025.4.2 18:04,2025.6.2 7:52,17428,17446,0.1
Batch2,cmp1_usr770,Connectivity,2025.4.2 18:04,2025.6.2 7:52,17428,17446,0.1
Batch2,cmp1_usr770,Battery,2025.4.2 18:04,2025.6.2 7:52,17428,17446,0.1
Batch2,cmp1_usr770,Permission,2025.4.2 17:59,2025.6.2 6:32,243,243,0
Batch2,cmp1_usr771,Light,2025.4.3 12:35,2025.6.5 11:09,17645,18127,2.66
Batch2,cmp1_usr771,Connectivity,2025.4.3 12:35,2025.6.5 11:09,17645,18127,2.66
Batch2,cmp1_usr771,Battery,2025.4.3 12:35,2025.6.5 11:09,17645,18127,2.66
Batch2,cmp1_usr771,Permission,2025.4.3 12:30,2025.6.5 6:04,246,251,1.99
Batch2,cmp1_usr772,Light,2025.4.3 13:21,2025.6.3 10:20,16438,17532,6.24
Batch2,cmp1_usr772,Connectivity,2025.4.3 13:21,2025.6.3 10:20,16439,17532,6.23
Batch2,cmp1_usr772,Battery,2025.4.3 13:21,2025.6.3 10:20,16438,17532,6.24
Batch2,cmp1_usr772,Permission,2025.4.3 13:16,2025.6.3 10:24,231,244,5.33
Batch2,cmp1_usr773,Light,2025.4.3 19:26,2025.5.30 16:37,11002,16383,32.85
Batch2,cmp1_usr773,Connectivity,2025.4.3 19:26,2025.5.30 16:37,11002,16383,32.85
Batch2,cmp1_usr773,Battery,2025.4.3 19:26,2025.5.30 16:37,11002,16383,32.85
Batch2,cmp1_usr773,Permission,2025.4.3 19:21,2025.6.5 10:06,165,251,34.26
Batch2,cmp1_usr774,Light,2025.4.10 12:59,2025.6.6 8:23,14790,16361,9.6
Batch2,cmp1_usr774,Connectivity,2025.4.10 12:59,2025.6.6 8:23,14793,16361,9.58
Batch2,cmp1_usr774,Battery,2025.4.10 12:59,2025.6.6 8:23,14793,16361,9.58
Batch2,cmp1_usr774,Permission,2025.4.10 12:54,2025.6.6 3:28,208,227,8.37
